TERYT4;GENDER;AGE_GROUP;predicted_BRCA_cases
1213;K;<45-54>;17.3842085219113
1863;K;<45-54>;23.9034723273893
2478;K;<45-54>;23.4625571948537
2202;K;<45-54>;7.7330823914494
409;K;<45-54>;4.31026034761766
1262;K;<45-54>;12.5078240220966
3214;K;<45-54>;13.1066618778725
413;K;<45-54>;4.6732589599176
226;K;<45-54>;4.71676085471817
213;K;<45-54>;3.97909903609491
3218;K;<45-54>;4.03845278166758
3030;K;<45-54>;7.33692330714128
402;K;<45-54>;9.25299366632667
3213;K;<45-54>;4.97576411147001
1420;K;<45-54>;9.45177997029987
862;K;<45-54>;16.5930887165618
1016;K;<45-54>;13.6348135885049
208;K;<45-54>;18.9559661253464
2215;K;<45-54>;21.2959279643633
3211;K;<45-54>;7.81443902246671
1014;K;<45-54>;12.4113655019633
3020;K;<45-54>;5.68647628101775
3203;K;<45-54>;6.04724203442995
3012;K;<45-54>;8.78754296635716
664;K;<45-54>;8.89455950046752
1414;K;<45-54>;6.96044641346232
1203;K;<45-54>;15.3253194920452
1417;K;<45-54>;11.5524557765839
3005;K;<45-54>;5.02076789492867
2413;K;<45-54>;16.2103889394413
2407;K;<45-54>;7.72613577045562
2005;K;<45-54>;5.05718954502443
2609;K;<45-54>;9.57124843002335
1610;K;<45-54>;5.2764437451909
3206;K;<45-54>;10.6513268229714
3025;K;<45-54>;6.0420649138184
211;K;<45-54>;14.246082922443
201;K;<45-54>;8.62178177961006
2803;K;<45-54>;6.65342253147959
3202;K;<45-54>;4.17745291318645
1406;K;<45-54>;8.81790290950391
3028;K;<45-54>;6.10682410874155
3009;K;<45-54>;9.75045713873482
1212;K;<45-54>;12.1996283876123
810;K;<45-54>;9.76686944333349
2203;K;<45-54>;6.3263610980526
3061;K;<45-54>;13.4498485685493
3024;K;<45-54>;8.22653207986186
614;K;<45-54>;11.2567365488349
2406;K;<45-54>;7.77271058880259
1427;K;<45-54>;5.24294331062823
3216;K;<45-54>;4.81758558197119
2472;K;<45-54>;15.7312753592218
1413;K;<45-54>;6.16604607978161
802;K;<45-54>;7.17129311097859
3023;K;<45-54>;6.24151096287562
2815;K;<45-54>;10.8182677845155
3017;K;<45-54>;17.8432327826008
3019;K;<45-54>;14.8114040105921
2412;K;<45-54>;6.89096594248771
2808;K;<45-54>;5.70668331469784
219;K;<45-54>;18.6660973395939
3207;K;<45-54>;4.41459204608371
3011;K;<45-54>;9.15504785331808
2061;K;<45-54>;35.8874306944858
3002;K;<45-54>;8.43863966591978
1208;K;<45-54>;3.98003011706119
1063;K;<45-54>;6.5683887364011
2263;K;<45-54>;13.9266815005471
1008;K;<45-54>;14.1119975987061
604;K;<45-54>;5.90083308316946
3004;K;<45-54>;8.26801740799157
3208;K;<45-54>;9.3425014227153
1464;K;<45-54>;10.2568991395145
3026;K;<45-54>;6.1053619994076
1012;K;<45-54>;11.1336272741729
617;K;<45-54>;7.68540613274206
2211;K;<45-54>;9.41177987956197
2861;K;<45-54>;14.0080401303145
1661;K;<45-54>;13.3467920206861
1421;K;<45-54>;20.197709856542
808;K;<45-54>;5.20748615530419
3001;K;<45-54>;4.25314713162075
1020;K;<45-54>;16.9624451382645
3201;K;<45-54>;4.85888170455217
2611;K;<45-54>;9.48779346692907
3014;K;<45-54>;3.60311452442194
1003;K;<45-54>;4.80752810362595
2477;K;<45-54>;17.3062178269198
3003;K;<45-54>;16.407648884242
1463;K;<45-54>;28.0803872185062
2462;K;<45-54>;23.3576705434506
1017;K;<45-54>;8.56829560995505
1011;K;<45-54>;4.18588845185597
407;K;<45-54>;21.3470608085338
2405;K;<45-54>;12.250315059834
809;K;<45-54>;7.6067343481735
462;K;<45-54>;13.8700874455254
2209;K;<45-54>;6.79096911976232
1603;K;<45-54>;11.8863741559356
2661;K;<45-54>;27.3675753033439
2206;K;<45-54>;7.29219131703217
2811;K;<45-54>;3.85707041087458
3210;K;<45-54>;7.63009924636585
225;K;<45-54>;9.5470156613851
1428;K;<45-54>;8.90283194582578
2063;K;<45-54>;8.65595317363916
419;K;<45-54>;9.72717471231062
2467;K;<45-54>;8.11736987631824
3063;K;<45-54>;8.98256667040788
2806;K;<45-54>;6.06751022457183
1002;K;<45-54>;11.838116645114
1004;K;<45-54>;6.08082081708635
2476;K;<45-54>;6.98597342939823
2401;K;<45-54>;19.5073637100693
803;K;<45-54>;6.89746830910228
3215;K;<45-54>;8.80136535600898
2409;K;<45-54>;8.09982118739132
2416;K;<45-54>;13.767374593373
2461;K;<45-54>;17.7031053516745
1862;K;<45-54>;7.04228476008144
2463;K;<45-54>;14.9626964649478
1019;K;<45-54>;6.86424663849776
663;K;<45-54>;40.8489536377982
2471;K;<45-54>;7.63460557094541
463;K;<45-54>;30.0335196301525
3261;K;<45-54>;12.1181258212971
2610;K;<45-54>;9.75359166967018
1062;K;<45-54>;8.04873582231861
401;K;<45-54>;6.89108144463196
262;K;<45-54>;14.2396712303588
1263;K;<45-54>;13.6107299139748
2469;K;<45-54>;34.2954282276086
2466;K;<45-54>;24.7421570112475
1261;K;<45-54>;109.600577505538
2473;K;<45-54>;19.5645198141878
2262;K;<45-54>;32.050396767103
461;K;<45-54>;50.4171523048162
2862;K;<45-54>;24.6952338823002
261;K;<45-54>;11.415772208449
3262;K;<45-54>;47.4397022957213
2261;K;<45-54>;59.4698258023067
207;K;<45-54>;5.14466427443797
464;K;<45-54>;16.1441750140586
1465;K;<45-54>;226.16332973443
1462;K;<45-54>;16.5908781856877
221;K;<45-54>;23.2142223432687
3263;K;<45-54>;5.04946656529445
2464;K;<45-54>;33.6950070030958
1061;K;<45-54>;98.2739467153931
2475;K;<45-54>;27.8277831694553
2264;K;<45-54>;4.52856565114987
1806;K;<55-64>;6.65640015199644
2012;K;<55-64>;3.19290452115296
1415;K;<55-64>;6.48787330297998
1207;K;<55-64>;15.3142236269177
2007;K;<55-64>;4.33488799811217
1815;K;<55-64>;7.55064900220561
412;K;<55-64>;4.71849052242739
1816;K;<55-64>;16.6205125173335
1210;K;<55-64>;17.8906276566146
2006;K;<55-64>;4.51358147686728
1819;K;<55-64>;5.00400388612071
1204;K;<55-64>;6.43229606099829
618;K;<55-64>;9.2533277742115
1216;K;<55-64>;20.6601179604101
1812;K;<55-64>;7.76261738199677
1813;K;<55-64>;8.5007130513601
1409;K;<55-64>;3.48393114772659
1211;K;<55-64>;20.0980837981149
2608;K;<55-64>;5.16260125465714
1202;K;<55-64>;10.763514440653
217;K;<55-64>;6.2188486873445
1214;K;<55-64>;3.33875317787552
1425;K;<55-64>;18.3441880871698
2013;K;<55-64>;3.74120055031924
2417;K;<55-64>;21.8425375897311
1401;K;<55-64>;4.57418016388438
608;K;<55-64>;11.8809823839971
1426;K;<55-64>;8.76709484417887
609;K;<55-64>;20.7906913483449
1803;K;<55-64>;14.6811349935381
1205;K;<55-64>;12.469823278282
218;K;<55-64>;4.42059590773177
1811;K;<55-64>;18.1462674310167
1817;K;<55-64>;10.4841094120118
1209;K;<55-64>;14.553856618478
1804;K;<55-64>;14.8614821857624
416;K;<55-64>;4.99417208346017
616;K;<55-64>;8.29608315597453
1416;K;<55-64>;9.36028150830797
3007;K;<55-64>;9.12615341988079
1217;K;<55-64>;8.45851097290803
2014;K;<55-64>;4.74134601839172
1403;K;<55-64>;12.3029582043246
1218;K;<55-64>;19.0882052319357
2205;K;<55-64>;15.6124201665491
1007;K;<55-64>;10.0566502219889
2201;K;<55-64>;9.5906427898924
408;K;<55-64>;9.87854722857824
2216;K;<55-64>;5.81435182328681
1808;K;<55-64>;7.77882562477738
3016;K;<55-64>;7.70244077628164
2805;K;<55-64>;8.95731630902641
2008;K;<55-64>;4.58546289116897
615;K;<55-64>;7.9006920108874
2002;K;<55-64>;15.7596876787849
1801;K;<55-64>;2.52086551722126
601;K;<55-64>;13.2044553397494
2603;K;<55-64>;3.37412777480554
812;K;<55-64>;5.24473319432185
2414;K;<55-64>;7.86475873735421
2613;K;<55-64>;7.07830699204868
204;K;<55-64>;4.96189391817018
1436;K;<55-64>;3.62995275217003
1810;K;<55-64>;7.52229575030708
1609;K;<55-64>;16.4871285621219
1608;K;<55-64>;8.6497454536176
2011;K;<55-64>;8.50561841103474
1802;K;<55-64>;8.45020902080922
1435;K;<55-64>;10.330641126089
1201;K;<55-64>;11.6139689708161
415;K;<55-64>;14.0252612381198
1437;K;<55-64>;4.55201092643865
2210;K;<55-64>;4.46596072040707
3209;K;<55-64>;9.76112825699223
2402;K;<55-64>;21.952298311305
2819;K;<55-64>;2.48565637277413
3018;K;<55-64>;6.64369691066195
405;K;<55-64>;6.4575904046232
2818;K;<55-64>;4.32904777367995
223;K;<55-64>;22.8937175119793
2612;K;<55-64>;11.1765145680683
1809;K;<55-64>;6.03025922639464
2801;K;<55-64>;8.1564031585405
1015;K;<55-64>;5.06659123214648
1219;K;<55-64>;13.9681289085592
2010;K;<55-64>;3.99109244323688
1010;K;<55-64>;11.0356036870096
613;K;<55-64>;4.81295724317865
2004;K;<55-64>;6.42403504351387
2410;K;<55-64>;17.9014718220382
3205;K;<55-64>;7.14561651082522
1434;K;<55-64>;30.9473679870558
620;K;<55-64>;13.6381732104616
212;K;<55-64>;6.31899013620558
1433;K;<55-64>;7.09207120756217
2062;K;<55-64>;11.1949504340084
1814;K;<55-64>;5.70570951055035
2411;K;<55-64>;15.036755285605
1206;K;<55-64>;40.0236172669723
3021;K;<55-64>;51.4708158791996
2817;K;<55-64>;9.25298576422236
418;K;<55-64>;10.8658891312637
210;K;<55-64>;9.53288795803268
2003;K;<55-64>;6.93390215026068
1607;K;<55-64>;18.5742704624227
3027;K;<55-64>;15.0344629603176
1215;K;<55-64>;10.361855391316
610;K;<55-64>;8.72181611129685
2212;K;<55-64>;11.7678090061109
1601;K;<55-64>;12.2742046055338
1013;K;<55-64>;3.98877835522993
811;K;<55-64>;15.4262394643691
607;K;<55-64>;14.2367852137982
2809;K;<55-64>;6.22746957055422
216;K;<55-64>;9.96753097969876
3010;K;<55-64>;17.2057083798696
417;K;<55-64>;5.77013148937173
1430;K;<55-64>;5.66376790239777
2403;K;<55-64>;23.9700753895937
612;K;<55-64>;8.4077522146098
2408;K;<55-64>;16.0162834418636
403;K;<55-64>;18.0608316158408
2214;K;<55-64>;16.5109135712633
1005;K;<55-64>;12.3320380951705
2814;K;<55-64>;16.0686881753529
1805;K;<55-64>;15.5323324246036
3029;K;<55-64>;7.82776530377252
2601;K;<55-64>;10.3750234898803
2001;K;<55-64>;5.49648911393373
1807;K;<55-64>;13.5029605294154
2804;K;<55-64>;8.47560963055044
3013;K;<55-64>;8.21739527957405
619;K;<55-64>;5.26022665675016
2812;K;<55-64>;5.29776984657616
807;K;<55-64>;4.75761122189408
3031;K;<55-64>;8.18998161127622
1404;K;<55-64>;5.79564057131809
3006;K;<55-64>;11.6764690339271
3015;K;<55-64>;11.2435161967669
222;K;<55-64>;7.25420501747088
1461;K;<55-64>;0
1438;K;<55-64>;12.3132460829493
209;K;<55-64>;7.63453976459642
3217;K;<55-64>;7.90984692664479
2404;K;<55-64>;19.8955417452294
2807;K;<55-64>;13.0744021611654
1418;K;<55-64>;25.8801688371396
1412;K;<55-64>;20.1469532211909
215;K;<55-64>;13.5060027191364
214;K;<55-64>;15.2853620423539
1861;K;<55-64>;6.11040131847679
1402;K;<55-64>;10.7657906641008
2605;K;<55-64>;13.3941937154049
2208;K;<55-64>;7.95793970796291
2602;K;<55-64>;14.8155618113711
1021;K;<55-64>;3.57930272950218
411;K;<55-64>;6.32367797977753
1009;K;<55-64>;6.83309776686279
661;K;<55-64>;10.7647899889028
2607;K;<55-64>;19.6415274709595
2207;K;<55-64>;11.721949883309
2816;K;<55-64>;8.13942004611634
2479;K;<55-64>;10.4604641111156
2810;K;<55-64>;8.56359120837039
1018;K;<55-64>;4.03770045403546
1001;K;<55-64>;22.3169169554909
1407;K;<55-64>;9.89971345789697
1604;K;<55-64>;9.24806309686716
1006;K;<55-64>;9.51152379227057
1605;K;<55-64>;9.7144271197089
3022;K;<55-64>;10.0743865329484
2009;K;<55-64>;2.44318848447228
1864;K;<55-64>;9.61389803439463
1408;K;<55-64>;19.3753844465056
1818;K;<55-64>;16.7248081850522
220;K;<55-64>;12.1896304534573
410;K;<55-64>;11.5672044049868
804;K;<55-64>;13.4507195718943
2415;K;<55-64>;20.3566070867317
3212;K;<55-64>;5.95630200278613
1213;K;<55-64>;24.8394250413725
1863;K;<55-64>;36.1355326636973
2478;K;<55-64>;32.4714686594214
2202;K;<55-64>;13.2659733090392
409;K;<55-64>;7.26142339911412
1262;K;<55-64>;10.8790114098583
3214;K;<55-64>;18.1460945501086
413;K;<55-64>;5.83270567923795
226;K;<55-64>;7.03455586772339
213;K;<55-64>;6.23846034376161
3218;K;<55-64>;6.27946869113554
3030;K;<55-64>;11.3350132404042
402;K;<55-64>;11.9792854991292
3213;K;<55-64>;7.2350691313909
1420;K;<55-64>;13.857869225765
862;K;<55-64>;27.5654237731367
1016;K;<55-64>;16.5071297076245
208;K;<55-64>;25.6398356815568
2215;K;<55-64>;30.4998820710197
3211;K;<55-64>;13.9000646616791
1014;K;<55-64>;16.3090784928242
3020;K;<55-64>;9.15590116589546
3203;K;<55-64>;8.77331083030851
3012;K;<55-64>;11.5912048003426
664;K;<55-64>;13.8404130071316
1414;K;<55-64>;12.1076001837896
1203;K;<55-64>;19.5566940834473
1417;K;<55-64>;17.8257421235037
3005;K;<55-64>;6.44306545707771
2413;K;<55-64>;23.5712235836223
2407;K;<55-64>;8.17978501864044
2005;K;<55-64>;6.5087538960037
2609;K;<55-64>;12.6190126469749
1610;K;<55-64>;8.05508784262136
3206;K;<55-64>;13.9692740523247
3025;K;<55-64>;9.23492407495613
211;K;<55-64>;20.4015754631942
201;K;<55-64>;14.1978272713
2803;K;<55-64>;10.3081473112806
3202;K;<55-64>;6.93798964354858
1406;K;<55-64>;14.0603336005211
3028;K;<55-64>;8.72642492323404
3009;K;<55-64>;13.1094994017555
1212;K;<55-64>;17.0493267859438
810;K;<55-64>;12.1194567662671
2203;K;<55-64>;7.92004006065061
3061;K;<55-64>;21.3577562116493
3024;K;<55-64>;12.3013824908894
614;K;<55-64>;18.3433455259873
2406;K;<55-64>;11.5115370999848
1427;K;<55-64>;7.97822438472459
3216;K;<55-64>;8.02070029934936
2472;K;<55-64>;27.0084386580611
1413;K;<55-64>;9.91032968630758
802;K;<55-64>;8.74212752038713
3023;K;<55-64>;8.98693592175129
2815;K;<55-64>;15.0004446518224
3017;K;<55-64>;26.4769320236845
3019;K;<55-64>;22.0951813679931
2412;K;<55-64>;12.5246042059658
2808;K;<55-64>;11.3771228052112
219;K;<55-64>;28.8003347079856
3207;K;<55-64>;7.73911012664975
3011;K;<55-64>;12.0114430546223
2061;K;<55-64>;53.7682175583689
3002;K;<55-64>;12.688037213877
1208;K;<55-64>;6.17325489158929
1063;K;<55-64>;9.44059146878806
2263;K;<55-64>;17.9273662625719
1008;K;<55-64>;22.4114283326238
604;K;<55-64>;9.53057111171911
3004;K;<55-64>;13.5927491070641
3208;K;<55-64>;15.2874204645464
1464;K;<55-64>;13.282508629183
3026;K;<55-64>;7.94725792477419
1012;K;<55-64>;18.7249045047016
617;K;<55-64>;12.3041913157008
2211;K;<55-64>;11.6775803042898
2861;K;<55-64>;26.7280591842318
1661;K;<55-64>;24.390422454409
1421;K;<55-64>;30.9040238494922
808;K;<55-64>;8.72103735180264
3001;K;<55-64>;6.08712618205688
1020;K;<55-64>;26.172722112989
3201;K;<55-64>;7.14215101458108
2611;K;<55-64>;15.9051724782416
3014;K;<55-64>;6.344919425025
1003;K;<55-64>;6.98381080592476
2477;K;<55-64>;25.7758989352456
3003;K;<55-64>;23.5543642374791
1463;K;<55-64>;42.4253737152446
2462;K;<55-64>;36.1339519514941
1017;K;<55-64>;11.7695780555531
1011;K;<55-64>;5.92452937884247
407;K;<55-64>;32.9703355743678
2405;K;<55-64>;19.029569326624
809;K;<55-64>;11.2610998817667
462;K;<55-64>;22.2232717586882
2209;K;<55-64>;9.79371287222348
1603;K;<55-64>;15.5306958933098
2661;K;<55-64>;40.5182041582742
2206;K;<55-64>;9.14719976457535
2811;K;<55-64>;5.15541381631255
3210;K;<55-64>;9.86911202834767
225;K;<55-64>;19.3308609428325
1428;K;<55-64>;14.1885644541414
2063;K;<55-64>;8.63572456413728
419;K;<55-64>;13.4520471464033
2467;K;<55-64>;19.315163386268
3063;K;<55-64>;13.8566013447737
2806;K;<55-64>;7.03588794498089
1002;K;<55-64>;16.0223173423978
1004;K;<55-64>;9.19817472309868
2476;K;<55-64>;5.79436746823057
2401;K;<55-64>;32.6924986577423
803;K;<55-64>;9.24214231862084
3215;K;<55-64>;11.8577231570085
2409;K;<55-64>;11.8071951150291
2416;K;<55-64>;20.9339050412603
2461;K;<55-64>;35.4751797613877
1862;K;<55-64>;11.643499223026
2463;K;<55-64>;19.6792276734938
1019;K;<55-64>;11.6227016759108
663;K;<55-64>;67.663192456747
2471;K;<55-64>;12.4006006492248
463;K;<55-64>;44.1357410260993
3261;K;<55-64>;24.3390897099343
2610;K;<55-64>;13.3022654453843
1062;K;<55-64>;15.439596661896
401;K;<55-64>;7.95303993603847
262;K;<55-64>;21.2767012158028
1263;K;<55-64>;23.3637797391308
2469;K;<55-64>;63.8131893111785
2466;K;<55-64>;38.6296258611202
1261;K;<55-64>;148.914501438188
2473;K;<55-64>;30.3740560320017
2262;K;<55-64>;50.1577917234413
461;K;<55-64>;76.147198046752
2862;K;<55-64>;37.6251140706063
261;K;<55-64>;18.4876928588479
3262;K;<55-64>;91.3048640321607
2261;K;<55-64>;90.8060135525573
207;K;<55-64>;7.13478889939604
464;K;<55-64>;25.6357264044865
1465;K;<55-64>;347.001019538412
1462;K;<55-64>;26.9355185337727
221;K;<55-64>;38.2428200560854
3263;K;<55-64>;7.91568142030756
2464;K;<55-64>;52.7115562637087
1061;K;<55-64>;152.474909624499
2475;K;<55-64>;47.8009718790519
2264;K;<55-64>;7.40546796203018
1806;K;<65-74>;3.95109970654143
2012;K;<65-74>;2.8123305950644
1415;K;<65-74>;5.7918869715802
1207;K;<65-74>;9.26739951204551
2007;K;<65-74>;2.7988018567782
1815;K;<65-74>;5.33464050313834
412;K;<65-74>;3.40417693747419
1816;K;<65-74>;11.7838696815377
1210;K;<65-74>;14.5332224798949
2006;K;<65-74>;2.46223232173585
1819;K;<65-74>;3.86199704050076
1204;K;<65-74>;3.68147602024008
618;K;<65-74>;5.42985026696247
1216;K;<65-74>;14.349545771223
1812;K;<65-74>;4.74436140600456
1813;K;<65-74>;5.19364690240293
1409;K;<65-74>;2.52217817876114
1211;K;<65-74>;13.1704235071803
2608;K;<65-74>;3.35815937050677
1202;K;<65-74>;6.33880762513724
217;K;<65-74>;2.67201935993003
1214;K;<65-74>;3.58217165213438
1425;K;<65-74>;10.2696505533052
2013;K;<65-74>;4.09681992124191
2417;K;<65-74>;11.7066744918192
1401;K;<65-74>;2.01660941335905
608;K;<65-74>;6.6028315514193
1426;K;<65-74>;5.19786635403299
609;K;<65-74>;9.96362518889466
1803;K;<65-74>;11.1068251888219
1205;K;<65-74>;8.59500192707804
218;K;<65-74>;4.23920109345663
1811;K;<65-74>;10.0907568829211
1817;K;<65-74>;6.92374478334661
1209;K;<65-74>;8.8423532581521
1804;K;<65-74>;9.38586999047027
416;K;<65-74>;4.08272383659215
616;K;<65-74>;4.45590398679018
1416;K;<65-74>;4.90481428656395
3007;K;<65-74>;6.82827104482647
1217;K;<65-74>;4.47705625357239
2014;K;<65-74>;3.63960372665858
1403;K;<65-74>;8.25914441931745
1218;K;<65-74>;12.0841218454241
2205;K;<65-74>;9.68478343914133
1007;K;<65-74>;6.3085491514648
2201;K;<65-74>;5.19993269919477
408;K;<65-74>;4.8601396869941
2216;K;<65-74>;3.46548524022215
1808;K;<65-74>;5.28440696339515
3016;K;<65-74>;5.54866999022766
2805;K;<65-74>;5.34533340782207
2008;K;<65-74>;2.98206827454337
615;K;<65-74>;4.4389207137972
2002;K;<65-74>;9.50772201422864
1801;K;<65-74>;1.62869799609429
601;K;<65-74>;7.6920043502372
2603;K;<65-74>;2.59565742219059
812;K;<65-74>;2.8502465709716
2414;K;<65-74>;5.61864580216242
2613;K;<65-74>;3.58985214380222
204;K;<65-74>;2.49630659342836
1436;K;<65-74>;2.47369533762673
1810;K;<65-74>;6.41097634548068
1609;K;<65-74>;10.6292781299294
1608;K;<65-74>;4.94785674959316
2011;K;<65-74>;5.48406188940973
1802;K;<65-74>;4.8495886755718
1435;K;<65-74>;5.46453361481032
1201;K;<65-74>;9.50413862682679
415;K;<65-74>;8.2248774415253
1437;K;<65-74>;2.84133049857753
2210;K;<65-74>;2.54142717844994
3209;K;<65-74>;3.78898731949216
2402;K;<65-74>;16.0180666286151
2819;K;<65-74>;1.99603162674449
3018;K;<65-74>;4.03173179655793
405;K;<65-74>;3.36223406335999
2818;K;<65-74>;2.55090654864722
223;K;<65-74>;10.8971508313595
2612;K;<65-74>;6.33512722979493
1809;K;<65-74>;3.53494160628329
2801;K;<65-74>;4.66255103952847
1015;K;<65-74>;2.63340280550319
1219;K;<65-74>;8.27717118333861
2010;K;<65-74>;2.66557666028484
1010;K;<65-74>;6.41973249530449
613;K;<65-74>;3.03082336808322
2004;K;<65-74>;3.36504530998381
2410;K;<65-74>;12.9864982565183
3205;K;<65-74>;4.04748574106158
1434;K;<65-74>;17.7635167610032
620;K;<65-74>;7.59800675535355
212;K;<65-74>;3.54980255733399
1433;K;<65-74>;4.3822836971597
2062;K;<65-74>;6.97462893973519
1814;K;<65-74>;5.8712436654609
2411;K;<65-74>;12.3011580807553
1206;K;<65-74>;22.0130102354576
3021;K;<65-74>;29.1255160851805
2817;K;<65-74>;5.44110727152483
418;K;<65-74>;6.50031079765767
210;K;<65-74>;3.73990064980605
2003;K;<65-74>;4.36819100725857
1607;K;<65-74>;10.5809720832077
3027;K;<65-74>;8.03058091432194
1215;K;<65-74>;5.99571781418375
610;K;<65-74>;0
2212;K;<65-74>;7.18120727527469
1601;K;<65-74>;7.71119168243596
1013;K;<65-74>;3.51290893735113
811;K;<65-74>;7.73164705208523
607;K;<65-74>;7.06601858512738
2809;K;<65-74>;3.42239218795128
216;K;<65-74>;5.19133904853355
3010;K;<65-74>;9.89077023287793
417;K;<65-74>;2.70138543230714
1430;K;<65-74>;3.04523563726551
2403;K;<65-74>;16.0227438308737
612;K;<65-74>;5.07389630474426
2408;K;<65-74>;11.358305127448
403;K;<65-74>;9.11961412667892
2214;K;<65-74>;8.57465731203418
1005;K;<65-74>;6.36771346028678
2814;K;<65-74>;9.66960739740243
1805;K;<65-74>;9.33080275050843
3029;K;<65-74>;5.04361002723398
2601;K;<65-74>;5.1764307924987
2001;K;<65-74>;4.55479992020233
1807;K;<65-74>;7.90490643033318
2804;K;<65-74>;4.81125403903123
3013;K;<65-74>;4.44206663624233
619;K;<65-74>;3.4275333131144
2812;K;<65-74>;3.83429628215113
807;K;<65-74>;2.65123611583607
3031;K;<65-74>;5.15810400157858
1404;K;<65-74>;3.55830742469485
3006;K;<65-74>;4.50121423371416
3015;K;<65-74>;5.9817734850169
222;K;<65-74>;4.160013827518
1461;K;<65-74>;0
1438;K;<65-74>;5.89664931871123
209;K;<65-74>;4.77158356570837
3217;K;<65-74>;4.80284405801357
2404;K;<65-74>;9.72647646329342
2807;K;<65-74>;8.26397440965955
1418;K;<65-74>;14.2914340487708
1412;K;<65-74>;12.4871403671185
215;K;<65-74>;6.61331547800779
214;K;<65-74>;8.85546302758426
1861;K;<65-74>;6.38780334420759
1402;K;<65-74>;6.28576335144014
2605;K;<65-74>;6.68532746640625
2208;K;<65-74>;5.4589084237568
2602;K;<65-74>;7.74963919441409
1021;K;<65-74>;2.42486940014585
411;K;<65-74>;4.40089101854183
1009;K;<65-74>;3.85415867302841
661;K;<65-74>;4.6314821754175
2607;K;<65-74>;13.9004211719584
2207;K;<65-74>;7.83147015594452
2816;K;<65-74>;3.53809814545013
2479;K;<65-74>;7.47616013545406
2810;K;<65-74>;4.77391109110025
1018;K;<65-74>;3.69806020781111
1001;K;<65-74>;10.7418385335795
1407;K;<65-74>;4.84211798841884
1604;K;<65-74>;5.46726088605954
1006;K;<65-74>;5.77645314483027
1605;K;<65-74>;5.90678366048201
3022;K;<65-74>;5.70340100485363
2009;K;<65-74>;1.87848411168363
1864;K;<65-74>;6.14853619987065
1408;K;<65-74>;10.529380985697
1818;K;<65-74>;8.28591604115612
220;K;<65-74>;6.47856859479374
410;K;<65-74>;7.58148158158586
804;K;<65-74>;7.1179816203713
2415;K;<65-74>;19.1715510620902
3212;K;<65-74>;3.39072236593466
1213;K;<65-74>;15.410315979268
1863;K;<65-74>;21.3294516634801
2478;K;<65-74>;21.8132890550683
2202;K;<65-74>;7.209581759431
409;K;<65-74>;3.96140574791772
1262;K;<65-74>;7.04148051484598
3214;K;<65-74>;11.1010822699399
413;K;<65-74>;3.48694703292074
226;K;<65-74>;3.96915820070304
213;K;<65-74>;2.81720487798164
3218;K;<65-74>;3.30043512285745
3030;K;<65-74>;6.47281822604624
402;K;<65-74>;6.95656767077903
3213;K;<65-74>;4.10946276261424
1420;K;<65-74>;7.67401997066733
862;K;<65-74>;11.9686825030515
1016;K;<65-74>;12.2010271996825
208;K;<65-74>;15.0758620954964
2215;K;<65-74>;20.2364248141692
3211;K;<65-74>;5.95885485731407
1014;K;<65-74>;10.4464826679984
3020;K;<65-74>;5.75261462610901
3203;K;<65-74>;6.76218603112039
3012;K;<65-74>;4.50634237015667
664;K;<65-74>;6.06407885202678
1414;K;<65-74>;7.59594674842298
1203;K;<65-74>;15.8145610964128
1417;K;<65-74>;12.3743144578474
3005;K;<65-74>;2.94674536023473
2413;K;<65-74>;15.8860134118733
2407;K;<65-74>;5.84128179972237
2005;K;<65-74>;4.79133591091767
2609;K;<65-74>;6.72479458949933
1610;K;<65-74>;4.60607917137209
3206;K;<65-74>;6.93065946807153
3025;K;<65-74>;5.44857320580734
211;K;<65-74>;11.4382594792354
201;K;<65-74>;8.84323777482535
2803;K;<65-74>;5.29862500462769
3202;K;<65-74>;3.90592155297295
1406;K;<65-74>;7.19452194748187
3028;K;<65-74>;5.37974069506955
3009;K;<65-74>;7.24791630215615
1212;K;<65-74>;8.52520787861557
810;K;<65-74>;6.60747064675021
2203;K;<65-74>;4.48650852804951
3061;K;<65-74>;13.5703995036799
3024;K;<65-74>;6.7550050624814
614;K;<65-74>;12.0500967140934
2406;K;<65-74>;6.59006012725686
1427;K;<65-74>;4.10249524149371
3216;K;<65-74>;4.0571172268883
2472;K;<65-74>;15.3380564885834
1413;K;<65-74>;4.76824315586669
802;K;<65-74>;5.05138463181297
3023;K;<65-74>;4.83891899346778
2815;K;<65-74>;8.95600406375564
3017;K;<65-74>;13.281638992672
3019;K;<65-74>;11.9590982242525
2412;K;<65-74>;5.78850828463238
2808;K;<65-74>;6.05374430198741
219;K;<65-74>;18.8520274883525
3207;K;<65-74>;2.92538713641831
3011;K;<65-74>;6.93999159607444
2061;K;<65-74>;31.169185123555
3002;K;<65-74>;7.77761429859704
1208;K;<65-74>;3.95731990661592
1063;K;<65-74>;6.09943878046256
2263;K;<65-74>;10.3571031778783
1008;K;<65-74>;15.4760499567801
604;K;<65-74>;4.57720654802751
3004;K;<65-74>;6.60247812363896
3208;K;<65-74>;7.09281041684279
1464;K;<65-74>;10.15161099064
3026;K;<65-74>;6.12843516840877
1012;K;<65-74>;10.8973783416046
617;K;<65-74>;6.06751165024281
2211;K;<65-74>;7.92982504439338
2861;K;<65-74>;16.4329020312934
1661;K;<65-74>;15.6319543639128
1421;K;<65-74>;18.5834126800347
808;K;<65-74>;4.11031249615283
