"","TERYT_CODE","gender","age","predicted_BRCA_cases"
"525",2467,"K","<55-64>",19.025903685388
"526",2467,"K","<65-74>",12.4873457192998
"527",2467,"K","<75-84>",3.7962701317716
"528",2467,"K","85+",0.453779056697091
"529",2468,"M","<0-44>",0.0815520372081168
"530",2468,"M","<45-54>",0.151486086183552
"531",2468,"M","<55-64>",0.247057911809315
"532",2468,"M","<65-74>",0.201311222522175
"533",2468,"M","<75-84>",0.319281566111492
"534",2468,"M","85+",0.00693688792165397
"535",2468,"K","<0-44>",4.91294445147412
"536",2468,"K","<45-54>",11.7962927122981
"537",2468,"K","<55-64>",16.879018153308
"538",2468,"K","<65-74>",11.4991532287755
"539",2468,"K","<75-84>",6.41121766715471
"540",2468,"K","85+",0.976799604334338
"541",2469,"M","<0-44>",0.387603040763585
"542",2469,"M","<45-54>",0.447437769913991
"543",2469,"M","<55-64>",1
"544",2469,"M","<65-74>",0.991271056661561
"545",2469,"M","<75-84>",1.16922170953482
"546",2469,"M","85+",0.0286543344214726
"547",2469,"K","<0-44>",16.8034496193296
"548",2469,"K","<45-54>",35.2409963992765
"549",2469,"K","<55-64>",59.5
"550",2469,"K","<65-74>",48.8452764258081
"551",2469,"K","<75-84>",22.1048145436799
"552",2469,"K","85+",4.60455914752035
"553",2470,"M","<0-44>",0.0678639182043709
"554",2470,"M","<45-54>",0.120933578450963
"555",2470,"M","<55-64>",0.256913890634821
"556",2470,"M","<65-74>",0.192307692307692
"557",2470,"M","<75-84>",0.209842823215828
"558",2470,"M","85+",0.00380848748639826
"559",2470,"K","<0-44>",3.94048946731061
"560",2470,"K","<45-54>",9.60452969581413
"561",2470,"K","<55-64>",13.4092480900684
"562",2470,"K","<65-74>",9.43040538459169
"563",2470,"K","<75-84>",3.90579673011225
"564",2470,"K","85+",0.696124274987636
"565",2471,"M","<0-44>",0.0513573960457005
"566",2471,"M","<45-54>",0.0880546331349624
"567",2471,"M","<55-64>",0.166901366070891
