"TERYT4" "wynik" "Plec" "Age_Group"
1214 5.32174179985377 "K" "<55-64>"
1214 5.11447371971365 "K" "<65-74>"
1214 3.41197161395745 "K" "<75-84>"
1214 3.54925336182988 "K" "<45-54>"
1214 2.30262250896786 "K" "<0-44>"
1215 1.44956769756143 "M" "<65-74>"
1215 3.66406225148428 "K" "<0-44>"
1215 6.58083432963845 "K" "<65-74>"
1215 7.61003974496323 "K" "<45-54>"
1215 5.11049430506752 "K" "<75-84>"
1215 9.64173319905812 "K" "<55-64>"
1216 3.59533324743959 "K" "85+"
1216 2.71054771292211 "M" "<0-44>"
1216 10.3532083668613 "K" "<0-44>"
1216 10.2288481842412 "K" "<75-84>"
1216 15.0369925161924 "K" "<65-74>"
1216 15.6779970146388 "K" "<55-64>"
1216 16.5760694024938 "K" "<45-54>"
1217 0.918245882343856 "M" "<65-74>"
1217 5.9296954408906 "K" "<45-54>"
1217 7.31378989792747 "K" "<65-74>"
1217 4.3318353821749 "K" "<75-84>"
1217 3.77779233144675 "K" "<0-44>"
1217 9.16900874988099 "K" "<55-64>"
1218 1.68882080190491 "M" "<75-84>"
1218 2.38725226117519 "K" "85+"
1218 1.29997515071983 "M" "<45-54>"
1218 1.9869446868466 "M" "<55-64>"
1218 9.13677638009346 "K" "<0-44>"
1218 2.1648918400785 "M" "<65-74>"
1218 8.82683588929507 "K" "<75-84>"
1218 11.082426308754 "K" "<65-74>"
1218 15.4232416993305 "K" "<45-54>"
1218 18.9848525462114 "K" "<55-64>"
1263 1.78528397498457 "K" "85+"
1263 0.911177940579214 "M" "<75-84>"
1263 1.26949932737693 "M" "<65-74>"
1263 5.58002361047065 "K" "<0-44>"
1263 9.79567981129777 "K" "<75-84>"
1263 12.7971446318889 "K" "<45-54>"
1263 16.120953044153 "K" "<65-74>"
1263 21.770906741768 "K" "<55-64>"
1219 2.36481401615189 "K" "85+"
1219 1.84152631435375 "M" "<65-74>"
1219 6.2149080455844 "K" "<65-74>"
1219 6.23205205873055 "K" "<0-44>"
1219 4.23324886934761 "K" "<75-84>"
1219 11.1937807380512 "K" "<45-54>"
1219 14.4619113918291 "K" "<55-64>"
1261 3.57999813380133 "M" "85+"
1261 5.39201260154253 "M" "<65-74>"
1261 1.84732405934138 "M" "<45-54>"
1261 3.09764528358479 "M" "<55-64>"
1261 18.127745907673 "K" "85+"
1261 48.4567538543872 "K" "<0-44>"
1261 66.8625591305239 "K" "<75-84>"
1261 79.8212965243432 "K" "<45-54>"
1261 109.25563493877 "K" "<65-74>"
1261 142.83922064176 "K" "<55-64>"
1262 1.67734341733587 "K" "85+"
1262 4.19347442881257 "K" "<0-44>"
1262 4.85431236884417 "K" "<75-84>"
1262 10.0017376790867 "K" "<65-74>"
1262 12.187136951842 "K" "<55-64>"
1262 8.55696035528178 "K" "<45-54>"
1062 1.543155943949 "K" "85+"
1062 3.57803570361588 "K" "<0-44>"
1062 5.25936857786524 "K" "<75-84>"
1062 7.84723681339751 "K" "<45-54>"
1062 10.0991200047135 "K" "<65-74>"
1062 13.7812607069007 "K" "<55-64>"
1063 0.959302870954594 "K" "85+"
1063 0.596035737687983 "M" "<55-64>"
1063 1.82454612792761 "K" "<0-44>"
1063 3.16449556409386 "K" "<75-84>"
1063 4.84885087147324 "K" "<45-54>"
