ICD10;GENDER;AGE_GROUP;TERYT4;region;subregion;year;Stage1;Stage2;Stage3;Stage4;new
C50_D05;K;<45-54>;1416;14;16;2011;0;0;0;1;1
C50_D05;K;<45-54>;1416;14;16;2011;0;1;0;0;1
C50_D05;K;<45-54>;1416;14;16;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;1416;14;16;2012;0,4;2,75;1,85;0;5
C50_D05;K;<45-54>;1416;14;16;2012;0;0;0;1;1
C50_D05;K;<45-54>;1416;14;16;2012;0;1;0;0;1
C50_D05;K;<45-54>;1416;14;16;2012;0;0;2;0;2
C50_D05;K;<55-64>;1416;14;16;2010;1;3;1;1;6
C50_D05;K;<55-64>;1416;14;16;2010;0;1;0;0;1
C50_D05;K;<55-64>;1416;14;16;2010;0,85;0,1;0,05;0;1
C50_D05;K;<55-64>;1416;14;16;2010;0;2;0;0;2
C50_D05;K;<55-64>;1416;14;16;2010;0;1;0;0;1
C50_D05;K;<55-64>;1416;14;16;2011;0,3;1,45;3,25;0;5
C50_D05;K;<55-64>;1416;14;16;2011;0;0;1;0;1
C50_D05;K;<55-64>;1416;14;16;2011;0;0;1;0;1
C50_D05;K;<55-64>;1416;14;16;2011;0;0;1;0;1
C50_D05;K;<55-64>;1416;14;16;2012;0;1;0;0;1
C50_D05;K;<55-64>;1416;14;16;2012;1,4;0,85;1,75;0;4
C50_D05;K;<55-64>;1416;14;16;2012;0;2;0;1;3
C50_D05;K;<55-64>;1416;14;16;2012;0;0;1;0;1
C50_D05;K;<65-74>;1416;14;16;2010;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;1416;14;16;2011;0,4;0,7;0,9;0;2
C50_D05;K;<65-74>;1416;14;16;2011;0;1;0;0;1
C50_D05;K;<65-74>;1416;14;16;2011;0,5;0,3;1,2;0;2
C50_D05;K;<65-74>;1416;14;16;2011;0;1;0;0;1
C50_D05;K;<65-74>;1416;14;16;2011;0;0;1;0;1
C50_D05;K;<65-74>;1416;14;16;2012;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;1416;14;16;2012;0;0;0;1;1
C50_D05;K;<75-84>;1416;14;16;2010;0;1;0;0;1
C50_D05;K;<75-84>;1416;14;16;2011;0;0;1;0;1
C50_D05;K;<75-84>;1416;14;16;2011;0;1;0;0;1
C50_D05;K;<75-84>;1416;14;16;2012;0;0;1;0;1
C50_D05;K;85+;1416;14;16;2012;0;1;0;0;1
C50_D05;M;<55-64>;1416;14;16;2011;0;0;0;1;1
C50_D05;M;<65-74>;1416;14;16;2012;0;0;0;1;1
C50_D05;K;<0-44>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<0-44>;1417;14;17;2010;0,3;2,45;0,25;0;3
C50_D05;K;<0-44>;1417;14;17;2010;0;0;2;0;2
C50_D05;K;<0-44>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<0-44>;1417;14;17;2011;1,05;1,5;1,45;0;4
C50_D05;K;<0-44>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<0-44>;1417;14;17;2011;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;1417;14;17;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;1417;14;17;2012;0;1;0;0;1
C50_D05;K;<0-44>;1417;14;17;2012;0;1;0;0;1
C50_D05;K;<0-44>;1417;14;17;2012;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;1417;14;17;2010;1,7;1,2;1,1;0;4
C50_D05;K;<45-54>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<45-54>;1417;14;17;2010;0;0;1;0;1
C50_D05;K;<45-54>;1417;14;17;2010;0,85;0,1;1,05;1;3
C50_D05;K;<45-54>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<45-54>;1417;14;17;2010;0;0;1;0;1
C50_D05;K;<45-54>;1417;14;17;2011;0;2;0;0;2
C50_D05;K;<45-54>;1417;14;17;2011;1;1;0;0;2
C50_D05;K;<45-54>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<45-54>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<45-54>;1417;14;17;2011;0;0;1;0;1
C50_D05;K;<45-54>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<45-54>;1417;14;17;2012;0;0;2;0;2
C50_D05;K;<45-54>;1417;14;17;2012;0;0;1;0;1
C50_D05;K;<45-54>;1417;14;17;2012;0,5;2,3;1,2;0;4
C50_D05;K;<45-54>;1417;14;17;2012;0;0;1;0;1
C50_D05;K;<45-54>;1417;14;17;2012;0;0;2;0;2
C50_D05;K;<45-54>;1417;14;17;2012;0;0;1;0;1
C50_D05;K;<55-64>;1417;14;17;2010;0,6;1,05;2,35;1;5
C50_D05;K;<55-64>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<55-64>;1417;14;17;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<55-64>;1417;14;17;2010;0;0;1;0;1
C50_D05;K;<55-64>;1417;14;17;2010;0;0;0;1;1
C50_D05;K;<55-64>;1417;14;17;2011;1;2;1;0;4
C50_D05;K;<55-64>;1417;14;17;2011;1;3;1;0;5
C50_D05;K;<55-64>;1417;14;17;2011;1,55;1,75;1,7;1,5;6
C50_D05;K;<55-64>;1417;14;17;2011;0,2;1,5;1,3;0;3
C50_D05;K;<55-64>;1417;14;17;2011;0;0;2;0;2
C50_D05;K;<55-64>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<55-64>;1417;14;17;2012;2,2;2;1,8;1;7
C50_D05;K;<55-64>;1417;14;17;2012;1,1;5,35;2,55;0;9
C50_D05;K;<55-64>;1417;14;17;2012;0;2;0;0;2
C50_D05;K;<55-64>;1417;14;17;2012;0;1;0;1;2
C50_D05;K;<55-64>;1417;14;17;2012;0,2;1,35;1,45;0;3
C50_D05;K;<55-64>;1417;14;17;2012;0;0;1;1;2
C50_D05;K;<55-64>;1417;14;17;2012;0;0;1;0;1
C50_D05;K;<65-74>;1417;14;17;2010;1,7;3,2;0,1;1;6
C50_D05;K;<65-74>;1417;14;17;2010;0,2;1,4;0,4;0;2
C50_D05;K;<65-74>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<65-74>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<65-74>;1417;14;17;2011;0,2;3,35;2,45;1;7
C50_D05;K;<65-74>;1417;14;17;2011;0;0;1;0;1
C50_D05;K;<65-74>;1417;14;17;2011;3,35;3,2;3,45;0;10
C50_D05;K;<65-74>;1417;14;17;2011;0;0;1;0;1
C50_D05;K;<65-74>;1417;14;17;2012;1,05;5,45;1,5;0;8
C50_D05;K;<65-74>;1417;14;17;2012;0,2;2,5;0,3;0;3
C50_D05;K;<65-74>;1417;14;17;2012;0,85;1,1;0,05;0;2
C50_D05;K;<65-74>;1417;14;17;2012;0;1;0;0;1
C50_D05;K;<75-84>;1417;14;17;2010;0;1;0;0;1
C50_D05;K;<75-84>;1417;14;17;2010;0;1;0;0,5;2
C50_D05;K;<75-84>;1417;14;17;2010;0,2;1,35;1,45;0;3
C50_D05;K;<75-84>;1417;14;17;2010;0,85;0,1;1,05;0;2
C50_D05;K;<75-84>;1417;14;17;2011;0;2;2;1,5;6
C50_D05;K;<75-84>;1417;14;17;2011;0;0;1;0;1
C50_D05;K;<75-84>;1417;14;17;2011;0,85;0,1;1,05;0;2
C50_D05;K;<75-84>;1417;14;17;2011;0;1;0;0;1
C50_D05;K;<75-84>;1417;14;17;2012;2,75;1,65;0,6;0;5
C50_D05;K;<75-84>;1417;14;17;2012;0;1;0;0;1
C50_D05;K;<75-84>;1417;14;17;2012;0;0;2;0;2
C50_D05;K;<75-84>;1417;14;17;2012;0;1;0;0;1
C50_D05;K;<75-84>;1417;14;17;2012;0;0;1;0;1
C50_D05;K;85+;1417;14;17;2010;0;0;1;0;1
C50_D05;K;85+;1417;14;17;2010;0;1;0;0;1
C50_D05;K;85+;1417;14;17;2010;0;0;1;0;1
C50_D05;K;85+;1417;14;17;2010;0;0;0;0,5;0
C50_D05;K;85+;1417;14;17;2011;0;0;1;0;1
C50_D05;M;<0-44>;1417;14;17;2011;0;1;0;0;1
C50_D05;M;<45-54>;1417;14;17;2010;0;0;0;1;1
C50_D05;M;<55-64>;1417;14;17;2010;0,2;0,35;0,45;0;1
C50_D05;M;<65-74>;1417;14;17;2010;0;0;0;1;1
C50_D05;M;<65-74>;1417;14;17;2011;0;0;0;0,5;0
C50_D05;K;<0-44>;1418;14;18;2010;1,15;3,55;0,3;0;5
C50_D05;K;<0-44>;1418;14;18;2010;0,85;3,1;1,05;0;5
C50_D05;K;<0-44>;1418;14;18;2010;0;0;1;1;2
C50_D05;K;<0-44>;1418;14;18;2010;0;1;1;0;2
C50_D05;K;<0-44>;1418;14;18;2010;0,2;0,35;0,45;0;1
C50_D05;K;<0-44>;1418;14;18;2010;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;1418;14;18;2011;0;1;0;1;2
C50_D05;K;<0-44>;1418;14;18;2011;0,2;1,4;0,4;0;2
C50_D05;K;<0-44>;1418;14;18;2011;0;1;0;0;1
C50_D05;K;<0-44>;1418;14;18;2011;0;1;2;0;3
C50_D05;K;<0-44>;1418;14;18;2011;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;1418;14;18;2012;0,2;1,35;0,45;0;2
C50_D05;K;<0-44>;1418;14;18;2012;0;1;0;0;1
C50_D05;K;<0-44>;1418;14;18;2012;0;2;0;0;2
C50_D05;K;<0-44>;1418;14;18;2012;0,2;2,4;1,4;1;5
C50_D05;K;<0-44>;1418;14;18;2012;0;2;0;0;2
C50_D05;K;<0-44>;1418;14;18;2012;0,3;1,45;0,25;0;2
C50_D05;K;<45-54>;1418;14;18;2010;0;0;0;1;1
C50_D05;K;<45-54>;1418;14;18;2010;0;1;0;1;2
C50_D05;K;<45-54>;1418;14;18;2010;0;2;0;0;2
C50_D05;K;<45-54>;1418;14;18;2010;0;3;0;0;3
C50_D05;K;<45-54>;1418;14;18;2010;0;2;0;1;3
C50_D05;K;<45-54>;1418;14;18;2010;0;1;0;0;1
C50_D05;K;<45-54>;1418;14;18;2010;0,85;1,1;0,05;1;3
C50_D05;K;<45-54>;1418;14;18;2011;0;0;1;1;2
C50_D05;K;<45-54>;1418;14;18;2011;0;1;0;0;1
C50_D05;K;<45-54>;1418;14;18;2011;1,05;2,45;0,5;1;5
C50_D05;K;<45-54>;1418;14;18;2011;0,3;3,45;0,25;0;4
C50_D05;K;<45-54>;1418;14;18;2011;1,05;1,45;1,5;0;4
C50_D05;K;<45-54>;1418;14;18;2011;0;1;1;0;2
C50_D05;K;<45-54>;1418;14;18;2011;0;1;0;0;1
C50_D05;K;<45-54>;1418;14;18;2012;0;1;1;1;3
C50_D05;K;<45-54>;1418;14;18;2012;0,2;2,4;1,4;0;4
C50_D05;K;<45-54>;1418;14;18;2012;1;1;1;0;3
C50_D05;K;<45-54>;1418;14;18;2012;1,2;1,35;0,45;1;4
C50_D05;K;<45-54>;1418;14;18;2012;0,85;2,1;0,05;0;3
C50_D05;K;<45-54>;1418;14;18;2012;0;1;0;1;2
C50_D05;K;<45-54>;1418;14;18;2012;0;1;0;0;1
C50_D05;K;<55-64>;1418;14;18;2010;0;3;1;0;4
C50_D05;K;<55-64>;1418;14;18;2010;0;3;1;1;5
C50_D05;K;<55-64>;1418;14;18;2010;0;0;2;0;2
C50_D05;K;<55-64>;1418;14;18;2010;0,2;1,35;0,45;0;2
C50_D05;K;<55-64>;1418;14;18;2010;0;1;0;2;3
C50_D05;K;<55-64>;1418;14;18;2010;0;2;1;0;3
C50_D05;K;<55-64>;1418;14;18;2010;0;0;1;0;1
C50_D05;K;<55-64>;1418;14;18;2011;0;2;0;1;3
C50_D05;K;<55-64>;1418;14;18;2011;1,2;1,5;1,3;4;8
C50_D05;K;<55-64>;1418;14;18;2011;0,85;2,1;1,05;0;4
C50_D05;K;<55-64>;1418;14;18;2011;1,05;0,5;0,45;0;2
C50_D05;K;<55-64>;1418;14;18;2011;0;0;0;1,5;2
C50_D05;K;<55-64>;1418;14;18;2011;1;5;0;1;7
C50_D05;K;<55-64>;1418;14;18;2011;0,2;1,5;0,3;1;3
C50_D05;K;<55-64>;1418;14;18;2011;0;2;0;0;2
C50_D05;K;<55-64>;1418;14;18;2012;0,5;1,3;1,2;0;3
C50_D05;K;<55-64>;1418;14;18;2012;1;0;2;0;3
C50_D05;K;<55-64>;1418;14;18;2012;1;1;0;0;2
C50_D05;K;<55-64>;1418;14;18;2012;0,2;2,35;1,45;1;5
C50_D05;K;<55-64>;1418;14;18;2012;0,2;2,35;1,45;0;4
C50_D05;K;<55-64>;1418;14;18;2012;0;0;2;0;2
C50_D05;K;<55-64>;1418;14;18;2012;0;4;0;0;4
C50_D05;K;<55-64>;1418;14;18;2012;0;0;1;0;1
C50_D05;K;<65-74>;1418;14;18;2010;0,5;0,3;1,2;0;2
C50_D05;K;<65-74>;1418;14;18;2010;0;0;1;1;2
C50_D05;K;<65-74>;1418;14;18;2010;0,85;3,1;2,05;0;6
C50_D05;K;<65-74>;1418;14;18;2010;0;1;1;0;2
C50_D05;K;<65-74>;1418;14;18;2010;0;1;0;0;1
C50_D05;K;<65-74>;1418;14;18;2010;0,3;1,45;0,25;0;2
C50_D05;K;<65-74>;1418;14;18;2011;0;0;2;0;2
C50_D05;K;<65-74>;1418;14;18;2011;0,7;0,65;0,65;1;3
C50_D05;K;<65-74>;1418;14;18;2011;0,2;1,4;0,4;0;2
C50_D05;K;<65-74>;1418;14;18;2011;0;1;1;0;2
C50_D05;K;<65-74>;1418;14;18;2011;0,3;1,45;1,25;1;4
C50_D05;K;<65-74>;1418;14;18;2011;0;0;1;0;1
C50_D05;K;<65-74>;1418;14;18;2011;0;2;1;0;3
C50_D05;K;<65-74>;1418;14;18;2012;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;1418;14;18;2012;0;0;2;0;2
C50_D05;K;<65-74>;1418;14;18;2012;1;2;0;0;3
C50_D05;K;<65-74>;1418;14;18;2012;0;2;1;0;3
C50_D05;K;<65-74>;1418;14;18;2012;0,2;0,35;0,45;0;1
C50_D05;K;<65-74>;1418;14;18;2012;0;0;0;1;1
C50_D05;K;<75-84>;1418;14;18;2010;0;0;1;0;1
C50_D05;K;<75-84>;1418;14;18;2010;0;1;0;0;1
C50_D05;K;<75-84>;1418;14;18;2010;0;0;1;0;1
C50_D05;K;<75-84>;1418;14;18;2010;0;0;1;0;1
C50_D05;K;<75-84>;1418;14;18;2011;1,35;0,4;2,25;0;4
C50_D05;K;<75-84>;1418;14;18;2011;0,85;1,1;0,05;1;3
C50_D05;K;<75-84>;1418;14;18;2011;0,85;0,1;0,05;0;1
C50_D05;K;<75-84>;1418;14;18;2011;0;1;0;0;1
C50_D05;K;<75-84>;1418;14;18;2012;0;1;0;0,5;2
C50_D05;K;<75-84>;1418;14;18;2012;0;0;0;1;1
C50_D05;K;<75-84>;1418;14;18;2012;0;0;0;1;1
C50_D05;K;<75-84>;1418;14;18;2012;0;0;1;1;2
C50_D05;K;85+;1418;14;18;2010;0;0;0;1;1
C50_D05;K;85+;1418;14;18;2012;0;0;0;1;1
C50_D05;K;85+;1418;14;18;2012;0;0;0;0,5;0
C50_D05;M;<45-54>;1418;14;18;2010;0;1;0;0;1
C50_D05;M;<45-54>;1418;14;18;2012;0;0;0;1;1
C50_D05;M;<45-54>;1418;14;18;2012;0;1;0;0;1
C50_D05;M;<55-64>;1418;14;18;2011;0;0;0;1;1
C50_D05;M;<65-74>;1418;14;18;2011;0;1;0;0;1
C50_D05;K;<0-44>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<0-44>;1419;14;19;2011;0;1;0;1;2
C50_D05;K;<0-44>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<0-44>;1419;14;19;2011;0,2;0,4;0,4;1;2
C50_D05;K;<0-44>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<0-44>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<0-44>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<0-44>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<0-44>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<0-44>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<0-44>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<0-44>;1419;14;19;2012;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;1419;14;19;2010;0;1;1;1;3
C50_D05;K;<45-54>;1419;14;19;2010;0,2;1,35;0,45;0;2
C50_D05;K;<45-54>;1419;14;19;2010;0;1;0;0;1
C50_D05;K;<45-54>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2010;0,2;0,35;1,45;0;2
C50_D05;K;<45-54>;1419;14;19;2010;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;0;0;1;1
C50_D05;K;<45-54>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;2;0;0;2
C50_D05;K;<45-54>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;1;0;1;2
C50_D05;K;<45-54>;1419;14;19;2011;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;1;1;0;2
C50_D05;K;<45-54>;1419;14;19;2012;0;1;1;0;2
C50_D05;K;<45-54>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2012;1;0;0;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<45-54>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<55-64>;1419;14;19;2010;1;1;0;0;2
C50_D05;K;<55-64>;1419;14;19;2010;0;0;2;0;2
C50_D05;K;<55-64>;1419;14;19;2010;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<55-64>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<55-64>;1419;14;19;2010;0;0;0;1;1
C50_D05;K;<55-64>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<55-64>;1419;14;19;2011;0;1;1;0;2
C50_D05;K;<55-64>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2011;1;0;0;0;1
C50_D05;K;<55-64>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2011;0,85;0,1;0,05;1;2
C50_D05;K;<55-64>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2012;0;3;2;0;5
C50_D05;K;<55-64>;1419;14;19;2012;0;3;1;0;4
C50_D05;K;<55-64>;1419;14;19;2012;0,2;1,4;0,4;0;2
C50_D05;K;<55-64>;1419;14;19;2012;0,2;1,5;0,3;0;2
C50_D05;K;<55-64>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<55-64>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<55-64>;1419;14;19;2012;0;2;0;0;2
C50_D05;K;<55-64>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2010;1,7;0,2;0,1;0;2
C50_D05;K;<65-74>;1419;14;19;2010;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2010;0,2;0,35;1,45;0;2
C50_D05;K;<65-74>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2010;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2011;0;2;0;0;2
C50_D05;K;<65-74>;1419;14;19;2011;0;0;0;1;1
C50_D05;K;<65-74>;1419;14;19;2011;0;1;1;0;2
C50_D05;K;<65-74>;1419;14;19;2011;0;1;1;0;2
C50_D05;K;<65-74>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2011;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2012;0,85;1,1;1,05;0;3
C50_D05;K;<65-74>;1419;14;19;2012;0;0;2;0;2
C50_D05;K;<65-74>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<65-74>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2012;0;1;1;0;2
C50_D05;K;<65-74>;1419;14;19;2012;0;0;0;1;1
C50_D05;K;<65-74>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<65-74>;1419;14;19;2012;0,85;0,1;0,05;0;1
C50_D05;K;<75-84>;1419;14;19;2010;0;0;0;1;1
C50_D05;K;<75-84>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<75-84>;1419;14;19;2010;0;1;1;0;2
C50_D05;K;<75-84>;1419;14;19;2010;0;0;1;0;1
C50_D05;K;<75-84>;1419;14;19;2011;0;0;0;1;1
C50_D05;K;<75-84>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<75-84>;1419;14;19;2011;0;0;1;0;1
C50_D05;K;<75-84>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<75-84>;1419;14;19;2012;0;0;1;0;1
C50_D05;K;<75-84>;1419;14;19;2012;0;1;1;0,5;2
C50_D05;K;<75-84>;1419;14;19;2012;0,2;0,35;0,45;0;1
C50_D05;K;<75-84>;1419;14;19;2012;0;0;0;0,5;0
C50_D05;K;<75-84>;1419;14;19;2012;0;1;0;0;1
C50_D05;K;<75-84>;1419;14;19;2012;0;0;0;1;1
C50_D05;K;85+;1419;14;19;2010;0;0;1;0;1
C50_D05;K;85+;1419;14;19;2011;0;0;0;0,5;0
C50_D05;K;85+;1419;14;19;2011;0;0;0;1;1
C50_D05;M;<75-84>;1419;14;19;2012;0;0;0;1;1
C50_D05;K;<0-44>;1420;14;20;2010;0;0;1;0;1
C50_D05;K;<0-44>;1420;14;20;2011;0;1;2;0;3
C50_D05;K;<0-44>;1420;14;20;2011;0;0;1;0,5;2
C50_D05;K;<0-44>;1420;14;20;2011;0;0;1;0;1
C50_D05;K;<0-44>;1420;14;20;2011;0;1;0;0;1
C50_D05;K;<0-44>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<0-44>;1420;14;20;2012;0;1;0;0;1
C50_D05;K;<0-44>;1420;14;20;2012;0;2;0;0;2
C50_D05;K;<45-54>;1420;14;20;2010;0,85;0,1;0,05;0,5;2
C50_D05;K;<45-54>;1420;14;20;2010;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2010;0,4;2,7;1,9;0;5
C50_D05;K;<45-54>;1420;14;20;2010;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;1420;14;20;2010;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2010;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;1420;14;20;2011;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2011;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;1420;14;20;2011;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;1420;14;20;2011;0;1;0;0;1
C50_D05;K;<45-54>;1420;14;20;2011;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2012;0;1;1;0;2
C50_D05;K;<45-54>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2012;0;0;2;0;2
C50_D05;K;<45-54>;1420;14;20;2012;0;1;1;0;2
C50_D05;K;<45-54>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<45-54>;1420;14;20;2012;0;1;0;0;1
C50_D05;K;<55-64>;1420;14;20;2010;0;1;2;0;3
C50_D05;K;<55-64>;1420;14;20;2010;0,2;0,35;0,45;0;1
C50_D05;K;<55-64>;1420;14;20;2010;0;0;2;0;2
C50_D05;K;<55-64>;1420;14;20;2010;0,2;0,35;1,45;0;2
C50_D05;K;<55-64>;1420;14;20;2010;0;1;0;0;1
C50_D05;K;<55-64>;1420;14;20;2010;0;0;0;1;1
C50_D05;K;<55-64>;1420;14;20;2010;0,2;0,35;0,45;0;1
C50_D05;K;<55-64>;1420;14;20;2010;0;1;1;0;2
C50_D05;K;<55-64>;1420;14;20;2010;0;0;0;1;1
C50_D05;K;<55-64>;1420;14;20;2011;0,2;2,35;2,45;1;6
C50_D05;K;<55-64>;1420;14;20;2011;0,2;0,35;0,45;0;1
C50_D05;K;<55-64>;1420;14;20;2011;0;1;1;0;2
C50_D05;K;<55-64>;1420;14;20;2011;0,2;1,35;0,45;0;2
C50_D05;K;<55-64>;1420;14;20;2012;0,5;0,8;0,7;0;2
C50_D05;K;<55-64>;1420;14;20;2012;2,05;3,1;4,85;1;11
C50_D05;K;<55-64>;1420;14;20;2012;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;1420;14;20;2012;0,5;0,3;1,2;0;2
C50_D05;K;<55-64>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<55-64>;1420;14;20;2012;0;1;1;0;2
C50_D05;K;<55-64>;1420;14;20;2012;0,85;0,1;0,05;1;2
C50_D05;K;<65-74>;1420;14;20;2010;0;1;1;0;2
C50_D05;K;<65-74>;1420;14;20;2010;0,2;0,35;0,45;0;1
C50_D05;K;<65-74>;1420;14;20;2010;0;0;1;0;1
C50_D05;K;<65-74>;1420;14;20;2011;1,85;2,2;1,95;0;6
C50_D05;K;<65-74>;1420;14;20;2011;0;1;1;0;2
C50_D05;K;<65-74>;1420;14;20;2011;0;1;0;0;1
C50_D05;K;<65-74>;1420;14;20;2011;0,2;0,35;0,45;0;1
C50_D05;K;<65-74>;1420;14;20;2011;0;0;1;0;1
C50_D05;K;<65-74>;1420;14;20;2012;0,2;0,35;1,45;0;2
C50_D05;K;<65-74>;1420;14;20;2012;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;1420;14;20;2012;0;1;1;0;2
C50_D05;K;<65-74>;1420;14;20;2012;0,85;0,1;0,05;0;1
C50_D05;K;<65-74>;1420;14;20;2012;0,2;0,35;0,45;0;1
C50_D05;K;<65-74>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<65-74>;1420;14;20;2012;0;0;1;0;1
C50_D05;K;<75-84>;1420;14;20;2010;0;0;0;1;1
C50_D05;K;<75-84>;1420;14;20;2010;1,7;0,2;0,1;0;2
C50_D05;K;<75-84>;1420;14;20;2010;0;1;0;0;1
C50_D05;K;<75-84>;1420;14;20;2011;0,5;0,3;0,2;0,5;2
C50_D05;K;<75-84>;1420;14;20;2011;0,85;1,1;0,05;1;3
C50_D05;K;<75-84>;1420;14;20;2011;0;1;0;0;1
C50_D05;K;<75-84>;1420;14;20;2012;0;1;2;0;3
C50_D05;K;<75-84>;1420;14;20;2012;0;1;0;0;1
C50_D05;K;85+;1420;14;20;2010;0;0;1;0;1
C50_D05;K;85+;1420;14;20;2011;0;1;0;0;1
