ICD10;GENDER;AGE_GROUP;TERYT4;region;subregion;year;Stage1;Stage2;Stage3;Stage4;new
C50_D05;K;<0-44>;201;2;1;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;201;2;1;2010;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;201;2;1;2011;0,5;0,85;0,65;0;2
C50_D05;K;<0-44>;201;2;1;2011;0;0;0;1;1
C50_D05;K;<0-44>;201;2;1;2012;1,6;0,9;1,5;0;4
C50_D05;K;<0-44>;201;2;1;2012;0,2;1,35;0,45;0;2
C50_D05;K;<0-44>;201;2;1;2012;0,3;1,45;0,25;0;2
C50_D05;K;<45-54>;201;2;1;2010;0,8;1,4;0,8;3;6
C50_D05;K;<45-54>;201;2;1;2010;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;201;2;1;2010;0,5;0,95;0,55;0;2
C50_D05;K;<45-54>;201;2;1;2010;1,2;0,4;0,4;0;2
C50_D05;K;<45-54>;201;2;1;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;201;2;1;2011;1,6;1,3;1,1;0;4
C50_D05;K;<45-54>;201;2;1;2011;1;0;0;0;1
C50_D05;K;<45-54>;201;2;1;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;201;2;1;2011;0;0;1;0;1
C50_D05;K;<45-54>;201;2;1;2011;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;201;2;1;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;201;2;1;2011;0,9;1,2;0,9;0;3
C50_D05;K;<45-54>;201;2;1;2012;0,5;1,3;0,2;0;2
C50_D05;K;<45-54>;201;2;1;2012;1,25;0,95;0,8;0;3
C50_D05;K;<55-64>;201;2;1;2010;2,5;4,05;4,45;0;11
C50_D05;K;<55-64>;201;2;1;2010;1,2;0,4;0,4;0;2
C50_D05;K;<55-64>;201;2;1;2010;0;1;0;0;1
C50_D05;K;<55-64>;201;2;1;2010;0,3;1,45;0,25;0;2
C50_D05;K;<55-64>;201;2;1;2010;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;201;2;1;2011;3,6;4,8;3,6;3;15
C50_D05;K;<55-64>;201;2;1;2011;0,85;1,1;0,05;0;2
C50_D05;K;<55-64>;201;2;1;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;201;2;1;2011;0,4;0,75;0,85;0;2
C50_D05;K;<55-64>;201;2;1;2011;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;201;2;1;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;201;2;1;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;201;2;1;2012;0,8;1,8;1,4;0;4
C50_D05;K;<55-64>;201;2;1;2012;0,5;1,95;0,55;0;3
C50_D05;K;<55-64>;201;2;1;2012;1,6;1,9;1,5;0;5
C50_D05;K;<55-64>;201;2;1;2012;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;201;2;1;2010;1,1;2,6;1,3;1;6
C50_D05;K;<65-74>;201;2;1;2011;1,3;3,55;2,15;0;7
C50_D05;K;<65-74>;201;2;1;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;201;2;1;2011;0;0;0;1;1
C50_D05;K;<65-74>;201;2;1;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;201;2;1;2012;0;0;0;0,5;0
C50_D05;K;<65-74>;201;2;1;2012;0,8;0,75;1,45;0;3
C50_D05;K;<65-74>;201;2;1;2012;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;201;2;1;2012;0;1;0;0;1
C50_D05;K;<65-74>;201;2;1;2012;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;201;2;1;2010;0,85;0,1;0,05;0;1
C50_D05;K;<75-84>;201;2;1;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;201;2;1;2011;0,7;0,7;0,6;0;2
C50_D05;K;<75-84>;201;2;1;2011;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;201;2;1;2011;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;201;2;1;2011;0;0;0;1;1
C50_D05;K;<75-84>;201;2;1;2012;0,2;0,4;0,4;0;1
C50_D05;K;<75-84>;201;2;1;2012;0,3;0,45;0,25;0;1
C50_D05;K;85+;201;2;1;2010;0;0;1;0;1
C50_D05;K;85+;201;2;1;2012;0;0;0;0,5;0
C50_D05;M;<75-84>;201;2;1;2011;0;0;0;1;1
C50_D05;K;<0-44>;202;2;2;2010;0,7;0,7;0,6;0;2
C50_D05;K;<0-44>;202;2;2;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;202;2;2;2011;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;202;2;2;2011;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;202;2;2;2012;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;202;2;2;2012;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;202;2;2;2012;1,05;0,45;0,5;0;2
C50_D05;K;<45-54>;202;2;2;2010;0,7;1,25;4,05;0;6
C50_D05;K;<45-54>;202;2;2;2010;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;202;2;2;2010;0,9;1,1;1;0;3
C50_D05;K;<45-54>;202;2;2;2010;1;0;0;0;1
C50_D05;K;<45-54>;202;2;2;2011;0,8;1,7;1,5;1;5
C50_D05;K;<45-54>;202;2;2;2011;1,95;1,6;1,45;0;5
C50_D05;K;<45-54>;202;2;2;2011;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;202;2;2;2011;0,5;0,85;0,65;0;2
C50_D05;K;<45-54>;202;2;2;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;202;2;2;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;202;2;2;2011;0;0;1;0;1
C50_D05;K;<45-54>;202;2;2;2012;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;202;2;2;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;202;2;2;2012;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;202;2;2;2012;0;1;0;1;2
C50_D05;K;<45-54>;202;2;2;2012;0,2;0,4;0,4;1;2
C50_D05;K;<45-54>;202;2;2;2012;0;1;0;1;2
C50_D05;K;<55-64>;202;2;2;2010;1,4;3,4;2,2;2;9
C50_D05;K;<55-64>;202;2;2;2010;1,2;0,5;0,3;0;2
C50_D05;K;<55-64>;202;2;2;2010;0,7;0,7;0,6;0;2
C50_D05;K;<55-64>;202;2;2;2010;0;1;0;0;1
C50_D05;K;<55-64>;202;2;2;2010;1,5;1,85;1,65;1;6
C50_D05;K;<55-64>;202;2;2;2010;0;0;0;1;1
C50_D05;K;<55-64>;202;2;2;2011;0,2;1,35;1,45;0;3
C50_D05;K;<55-64>;202;2;2;2011;0,4;0,8;2,8;0;4
C50_D05;K;<55-64>;202;2;2;2011;0,8;1,3;0,9;0;3
C50_D05;K;<55-64>;202;2;2;2011;1;0;0;0;1
C50_D05;K;<55-64>;202;2;2;2012;0,7;1,35;0,95;3;6
C50_D05;K;<55-64>;202;2;2;2012;0,7;1,25;1,05;2;5
C50_D05;K;<55-64>;202;2;2;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;202;2;2;2012;0,5;0,95;0,55;0;2
C50_D05;K;<55-64>;202;2;2;2012;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;202;2;2;2010;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;202;2;2;2010;0,5;1,8;1,7;0;4
C50_D05;K;<65-74>;202;2;2;2010;0;0;0;1;1
C50_D05;K;<65-74>;202;2;2;2010;1;0;0;0;1
C50_D05;K;<65-74>;202;2;2;2011;1,4;3,05;1,55;0;6
C50_D05;K;<65-74>;202;2;2;2011;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;202;2;2;2011;0,7;0,7;0,6;3;5
C50_D05;K;<65-74>;202;2;2;2011;0,2;1,5;0,3;0;2
C50_D05;K;<65-74>;202;2;2;2011;0;0;0;1;1
C50_D05;K;<65-74>;202;2;2;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;202;2;2;2012;0,5;0,85;0,65;0;2
C50_D05;K;<65-74>;202;2;2;2012;1,6;1,2;1,2;0;4
C50_D05;K;<65-74>;202;2;2;2012;0;0;0;1;1
C50_D05;K;<75-84>;202;2;2;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;202;2;2;2010;0,3;0,45;0,25;1;2
C50_D05;K;<75-84>;202;2;2;2010;0;0;0;1;1
C50_D05;K;<75-84>;202;2;2;2010;0,2;1,5;0,3;0;2
C50_D05;K;<75-84>;202;2;2;2010;0;1;0;0;1
C50_D05;K;<75-84>;202;2;2;2011;0,3;0,45;0,25;1;2
C50_D05;K;<75-84>;202;2;2;2011;0,8;0,75;1,45;0;3
C50_D05;K;<75-84>;202;2;2;2012;0,5;0,95;0,55;0;2
C50_D05;K;<75-84>;202;2;2;2012;3,05;0,6;0,35;1;5
C50_D05;K;<75-84>;202;2;2;2012;1;0,6;0,4;0;2
C50_D05;K;<75-84>;202;2;2;2012;0,5;0,3;0,2;0;1
C50_D05;K;85+;202;2;2;2010;0;0;0;1;1
C50_D05;K;85+;202;2;2;2011;0;0;0;1;1
C50_D05;K;85+;202;2;2;2012;1;0;0;1;2
C50_D05;K;85+;202;2;2;2012;0;0;0;2;2
C50_D05;K;85+;202;2;2;2012;0;0;1;0;1
C50_D05;M;<65-74>;202;2;2;2011;0,2;0,4;0,4;0;1
C50_D05;M;<75-84>;202;2;2;2011;0;0;0;1;1
C50_D05;K;<0-44>;203;2;3;2010;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;203;2;3;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;203;2;3;2010;0,5;0,5;0;0;1
C50_D05;K;<0-44>;203;2;3;2011;0,8;1,6;1,6;0;4
C50_D05;K;<0-44>;203;2;3;2011;0;1;0;0;1
C50_D05;K;<0-44>;203;2;3;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;203;2;3;2012;0,7;1,25;1,05;1;4
C50_D05;K;<45-54>;203;2;3;2010;0;1;0;0;1
C50_D05;K;<45-54>;203;2;3;2010;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;203;2;3;2010;2,1;3,2;2,7;1;9
C50_D05;K;<45-54>;203;2;3;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;203;2;3;2011;1,4;4,95;1,65;0;8
C50_D05;K;<45-54>;203;2;3;2011;0;0;0;1;1
C50_D05;K;<45-54>;203;2;3;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;203;2;3;2012;1,3;0,45;0,25;1;3
C50_D05;K;<45-54>;203;2;3;2012;0;1;0;0;1
C50_D05;K;<55-64>;203;2;3;2010;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;203;2;3;2010;0;0;0;1;1
C50_D05;K;<55-64>;203;2;3;2010;1,2;4,55;1,25;1;8
C50_D05;K;<55-64>;203;2;3;2010;0,5;0,85;0,65;0;2
C50_D05;K;<55-64>;203;2;3;2010;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;203;2;3;2011;3,25;4,35;4,4;2;14
C50_D05;K;<55-64>;203;2;3;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;203;2;3;2012;1,9;4,3;3,8;1;11
C50_D05;K;<55-64>;203;2;3;2012;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;203;2;3;2012;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;203;2;3;2012;0,85;0,1;0,05;0;1
C50_D05;K;<65-74>;203;2;3;2010;0,8;1,3;1,9;2;6
C50_D05;K;<65-74>;203;2;3;2011;1,7;0,7;0,6;1;4
C50_D05;K;<65-74>;203;2;3;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;203;2;3;2012;1;1;0;0,5;2
C50_D05;K;<75-84>;203;2;3;2010;0,2;0,4;0,4;2;3
C50_D05;K;<75-84>;203;2;3;2010;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;203;2;3;2011;0,7;1,35;0,95;2;5
C50_D05;K;<75-84>;203;2;3;2012;0;0;0;1;1
C50_D05;K;<75-84>;203;2;3;2012;0,2;0,5;0,3;0;1
C50_D05;K;85+;203;2;3;2010;0;0;0;1;1
C50_D05;K;85+;203;2;3;2012;0,6;0,9;0,5;0;2
C50_D05;M;<0-44>;203;2;3;2010;0,2;0,35;0,45;0;1
C50_D05;M;<55-64>;203;2;3;2010;0;0;0;1;1
C50_D05;M;<65-74>;203;2;3;2010;0;0;0;1;1
C50_D05;M;<75-84>;203;2;3;2012;0;0;0;1;1
C50_D05;K;<0-44>;204;2;4;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;204;2;4;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;204;2;4;2012;0;1;0;0;1
C50_D05;K;<0-44>;204;2;4;2012;0;0;0;1;1
C50_D05;K;<0-44>;204;2;4;2012;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;204;2;4;2010;1,2;0,4;0,4;0;2
C50_D05;K;<45-54>;204;2;4;2010;0;1;0;0;1
C50_D05;K;<45-54>;204;2;4;2011;2,05;0,5;0,45;1;4
C50_D05;K;<45-54>;204;2;4;2012;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;204;2;4;2012;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;204;2;4;2010;0,2;0,35;1,45;0;2
C50_D05;K;<55-64>;204;2;4;2010;0,2;0,5;1,3;0;2
C50_D05;K;<55-64>;204;2;4;2011;0,2;1,5;0,3;0;2
C50_D05;K;<55-64>;204;2;4;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;204;2;4;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;204;2;4;2012;1,85;0,1;0,05;0;2
C50_D05;K;<55-64>;204;2;4;2012;0,4;0,85;0,75;0;2
C50_D05;K;<55-64>;204;2;4;2012;0;0;0;1;1
C50_D05;K;<65-74>;204;2;4;2012;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;204;2;4;2010;0;1;0;1;2
C50_D05;K;<75-84>;204;2;4;2011;0;0;0;1;1
C50_D05;K;<75-84>;204;2;4;2011;0;0;0;1;1
C50_D05;K;<75-84>;204;2;4;2012;0,2;0,35;0,45;1;2
C50_D05;K;<75-84>;204;2;4;2012;0;0;0;2;2
C50_D05;K;<75-84>;204;2;4;2012;0;1;0;0;1
C50_D05;K;<75-84>;204;2;4;2012;0,5;0,3;0,2;0;1
C50_D05;K;85+;204;2;4;2011;0,2;0,5;0,3;0;1
C50_D05;M;<45-54>;204;2;4;2011;0,3;0,45;0,25;0;1
C50_D05;M;<65-74>;204;2;4;2012;0;0;0;1;1
C50_D05;M;<65-74>;204;2;4;2012;0;0;0;1;1
C50_D05;K;<0-44>;205;2;5;2010;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;205;2;5;2010;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;205;2;5;2011;0,5;0,85;0,65;0;2
C50_D05;K;<0-44>;205;2;5;2011;0,2;1,4;0,4;0;2
C50_D05;K;<0-44>;205;2;5;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;205;2;5;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;205;2;5;2012;0,5;0,85;0,65;0;2
C50_D05;K;<0-44>;205;2;5;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;205;2;5;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;205;2;5;2010;1,45;1,4;1,15;0;4
C50_D05;K;<45-54>;205;2;5;2010;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;205;2;5;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;205;2;5;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;205;2;5;2011;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;205;2;5;2011;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;205;2;5;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;205;2;5;2012;1,7;2,7;2,6;1;8
C50_D05;K;<45-54>;205;2;5;2012;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;205;2;5;2012;0;0;0;1;1
C50_D05;K;<45-54>;205;2;5;2012;0,5;0,85;0,65;0;2
C50_D05;K;<55-64>;205;2;5;2010;2,2;2,2;2,6;1;8
C50_D05;K;<55-64>;205;2;5;2010;0;0;0;1;1
C50_D05;K;<55-64>;205;2;5;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;205;2;5;2011;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;205;2;5;2012;1,15;0,55;0,3;0;2
C50_D05;K;<55-64>;205;2;5;2012;0,7;1,45;0,85;0;3
C50_D05;K;<55-64>;205;2;5;2012;0,4;0,85;0,75;0;2
C50_D05;K;<55-64>;205;2;5;2012;0,8;1,7;1,5;0;4
C50_D05;K;<65-74>;205;2;5;2010;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;205;2;5;2010;0,2;0,5;0,3;1;2
C50_D05;K;<65-74>;205;2;5;2011;1,4;2,7;1,9;0;6
C50_D05;K;<65-74>;205;2;5;2012;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;205;2;5;2012;0,4;0,9;0,7;0;2
C50_D05;K;<65-74>;205;2;5;2012;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;205;2;5;2010;0,2;0,4;0,4;0;1
C50_D05;K;<75-84>;205;2;5;2010;0,5;0,3;0,2;1;2
C50_D05;K;<75-84>;205;2;5;2011;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;205;2;5;2011;0;0;0;0,5;0
C50_D05;K;<75-84>;205;2;5;2011;0;0;0;1;1
C50_D05;K;<75-84>;205;2;5;2012;0;0;0;0,5;0
C50_D05;K;<75-84>;205;2;5;2012;0;0;0;0,5;0
C50_D05;K;85+;205;2;5;2010;0;0;0;0,5;0
C50_D05;K;85+;205;2;5;2011;0,5;0,3;0,2;0;1
C50_D05;M;<65-74>;205;2;5;2010;0;0;0;0,5;0
C50_D05;M;<65-74>;205;2;5;2011;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;206;2;6;2010;0;0;0;1;1
C50_D05;K;<0-44>;206;2;6;2011;0,3;0,45;0,25;1;2
C50_D05;K;<0-44>;206;2;6;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;206;2;6;2011;1,25;0,9;0,85;0;3
C50_D05;K;<0-44>;206;2;6;2012;0;1;1;0;2
C50_D05;K;<0-44>;206;2;6;2012;0;0;0;1;1
C50_D05;K;<45-54>;206;2;6;2010;0,6;0,9;0,5;0;2
C50_D05;K;<45-54>;206;2;6;2010;1;0;0;0;1
C50_D05;K;<45-54>;206;2;6;2010;0;0;0;1;1
C50_D05;K;<45-54>;206;2;6;2010;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;206;2;6;2010;0;1;0;0;1
C50_D05;K;<45-54>;206;2;6;2010;0;1;0;0;1
C50_D05;K;<45-54>;206;2;6;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;206;2;6;2011;0;1;0;0;1
C50_D05;K;<45-54>;206;2;6;2011;0,2;0,4;0,4;1;2
C50_D05;K;<45-54>;206;2;6;2012;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;206;2;6;2012;1,2;0,35;0,45;1;3
C50_D05;K;<55-64>;206;2;6;2010;0;1;0;0;1
C50_D05;K;<55-64>;206;2;6;2010;0;1;0;0;1
C50_D05;K;<55-64>;206;2;6;2010;0;1;0;1;2
C50_D05;K;<55-64>;206;2;6;2010;0,8;0,75;0,45;0;2
C50_D05;K;<55-64>;206;2;6;2010;0,2;1,4;0,4;0;2
C50_D05;K;<55-64>;206;2;6;2010;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;206;2;6;2010;1,2;0,5;0,3;0;2
C50_D05;K;<55-64>;206;2;6;2011;0;0;0;1;1
C50_D05;K;<55-64>;206;2;6;2011;1,4;0,9;0,7;0;3
C50_D05;K;<55-64>;206;2;6;2011;0,7;0,9;0,4;0;2
C50_D05;K;<55-64>;206;2;6;2011;0,2;1,4;0,4;0;2
C50_D05;K;<55-64>;206;2;6;2011;0,3;0,45;0,25;1;2
C50_D05;K;<55-64>;206;2;6;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;206;2;6;2011;1,2;0,4;0,4;0;2
C50_D05;K;<55-64>;206;2;6;2012;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;206;2;6;2012;0;1;0;0;1
C50_D05;K;<55-64>;206;2;6;2012;0,2;0,35;0,45;0;1
C50_D05;K;<55-64>;206;2;6;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;206;2;6;2012;0;0;0;1;1
C50_D05;K;<65-74>;206;2;6;2010;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;206;2;6;2010;0;1;0;0;1
C50_D05;K;<65-74>;206;2;6;2010;0;0;0;2;2
C50_D05;K;<65-74>;206;2;6;2010;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;206;2;6;2011;0;1;0;0;1
C50_D05;K;<65-74>;206;2;6;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;206;2;6;2012;0,2;0,4;0,4;0;1
C50_D05;K;<75-84>;206;2;6;2010;1,5;2,9;0,6;0,5;6
C50_D05;K;<75-84>;206;2;6;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;206;2;6;2010;0;0;0;1;1
C50_D05;K;<75-84>;206;2;6;2011;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;206;2;6;2011;0;1;0;0;1
C50_D05;K;<75-84>;206;2;6;2011;0;0;0;1;1
C50_D05;K;<75-84>;206;2;6;2011;0;0;0;1;1
C50_D05;K;<75-84>;206;2;6;2011;0;0;0;1;1
C50_D05;K;<75-84>;206;2;6;2012;0,2;0,35;0,45;0;1
C50_D05;K;<75-84>;206;2;6;2012;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;206;2;6;2012;0,85;0,1;0,05;0;1
C50_D05;K;<75-84>;206;2;6;2012;0;0;1;0;1
C50_D05;M;<45-54>;206;2;6;2010;0;0;0;1;1
C50_D05;M;85+;206;2;6;2010;0;0;0;1;1
C50_D05;K;<0-44>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<0-44>;207;2;7;2010;0;1;0;0;1
C50_D05;K;<0-44>;207;2;7;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;207;2;7;2011;0;0;0;1;1
C50_D05;K;<0-44>;207;2;7;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;207;2;7;2011;0,4;0,75;0,85;1;3
C50_D05;K;<0-44>;207;2;7;2012;0;0;1;0;1
C50_D05;K;<0-44>;207;2;7;2012;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;207;2;7;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<45-54>;207;2;7;2010;0,4;0,8;0,8;0;2
C50_D05;K;<45-54>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<45-54>;207;2;7;2010;1,35;0,95;0,7;0;3
C50_D05;K;<45-54>;207;2;7;2011;0;1;0;1;2
C50_D05;K;<45-54>;207;2;7;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;207;2;7;2012;0,8;1,7;1,5;0;4
C50_D05;K;<45-54>;207;2;7;2012;0;0;0;1;1
C50_D05;K;<55-64>;207;2;7;2010;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<55-64>;207;2;7;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;207;2;7;2011;0,5;1,3;0,2;3;5
C50_D05;K;<55-64>;207;2;7;2011;0,4;0,9;0,7;0;2
C50_D05;K;<55-64>;207;2;7;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;207;2;7;2012;0,2;0,5;0,3;1;2
C50_D05;K;<55-64>;207;2;7;2012;2,4;2,15;1,45;2;8
C50_D05;K;<65-74>;207;2;7;2010;0,7;0,7;0,6;3;5
C50_D05;K;<65-74>;207;2;7;2010;0;1;0;1;2
C50_D05;K;<65-74>;207;2;7;2010;1;0;0;0;1
C50_D05;K;<65-74>;207;2;7;2011;1,35;1,95;1,7;1;6
C50_D05;K;<65-74>;207;2;7;2011;0;1;0;0;1
C50_D05;K;<65-74>;207;2;7;2011;0;1;0;0;1
C50_D05;K;<65-74>;207;2;7;2011;0,85;0,1;0,05;0;1
C50_D05;K;<65-74>;207;2;7;2012;0,9;2,1;1;0;4
C50_D05;K;<65-74>;207;2;7;2012;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;207;2;7;2012;0,4;0,9;3,7;0;5
C50_D05;K;<75-84>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<75-84>;207;2;7;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;207;2;7;2011;0,5;0,3;1,2;0;2
C50_D05;K;<75-84>;207;2;7;2011;0,5;0,3;0,2;1;2
C50_D05;K;<75-84>;207;2;7;2011;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;207;2;7;2012;0;0;1;0;1
C50_D05;K;<75-84>;207;2;7;2012;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;207;2;7;2012;0,85;0,1;0,05;0;1
C50_D05;K;85+;207;2;7;2010;0;0;0;1;1
C50_D05;K;85+;207;2;7;2010;0,2;0,5;0,3;0;1
C50_D05;K;85+;207;2;7;2011;0;0;0;1;1
C50_D05;K;85+;207;2;7;2012;0;0;0;1;1
C50_D05;M;<65-74>;207;2;7;2010;0;0;0;1;1
C50_D05;K;<0-44>;208;2;8;2010;1;0;0;0;1
C50_D05;K;<0-44>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<0-44>;208;2;8;2010;0;0;2;0;2
C50_D05;K;<0-44>;208;2;8;2010;0,2;1,4;0,4;0;2
C50_D05;K;<0-44>;208;2;8;2010;0;0;0;1;1
C50_D05;K;<0-44>;208;2;8;2011;1,2;0,4;0,4;0;2
C50_D05;K;<0-44>;208;2;8;2011;0;0;1;0;1
C50_D05;K;<0-44>;208;2;8;2011;0,5;0,85;0,65;0;2
C50_D05;K;<0-44>;208;2;8;2011;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;208;2;8;2011;0,4;0,8;0,8;0;2
C50_D05;K;<0-44>;208;2;8;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;208;2;8;2011;0;0;0;1;1
C50_D05;K;<0-44>;208;2;8;2011;0;0;1;0;1
C50_D05;K;<0-44>;208;2;8;2012;0,2;0,5;0,3;0;1
C50_D05;K;<0-44>;208;2;8;2012;0,2;0,4;0,4;1;2
C50_D05;K;<0-44>;208;2;8;2012;1,7;1,25;1,05;0;4
C50_D05;K;<0-44>;208;2;8;2012;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;208;2;8;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;208;2;8;2010;0;0;0;1;1
C50_D05;K;<45-54>;208;2;8;2010;0;0;0;1;1
C50_D05;K;<45-54>;208;2;8;2010;0,7;1,25;1,05;0;3
C50_D05;K;<45-54>;208;2;8;2010;0,4;0,8;0,8;2;4
C50_D05;K;<45-54>;208;2;8;2010;1,85;0,1;0,05;0;2
C50_D05;K;<45-54>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<45-54>;208;2;8;2010;0,2;0,4;0,4;1;2
C50_D05;K;<45-54>;208;2;8;2010;0,2;0,4;0,4;0;1
